"name"	"year"	"month"	"total_flights"	"n_distinct_destination"	"avg_air_time"	"avg_distance"	"perc_delayed"
"Magic Valley Regional Airport"	2017	4	85	1	34.1294	175	0.1059
"Mobile Rgnl"	2017	4	307	3	63.3478	389.8106	0.1429
"City Of Colorado Springs Muni"	2017	4	675	11	84.7518	591.3883	0.1547
"Pellston Regional Airport of Emmet County Airport"	2017	4	76	2	37.0759	196.7468	0.0506
"Albuquerque International Sunport"	2017	4	1459	20	93.4361	677.3122	0.1177
"Central Wisconsin"	2017	4	135	1	46.25	213	0.15
"Dallas Fort Worth Intl"	2017	4	13985	108	122.2618	911.1563	0.2179
"Wilmington Intl"	2017	4	202	3	53.5577	303.8462	0.1202
"Kodiak"	2017	4	54	1	39.9818	253	0.0909
"Atlantic City Intl"	2017	4	295	8	119.99	876.8667	0.0833
"Detroit Metro Wayne Co"	2017	4	10187	98	97.5525	677.7017	0.1624
"Laredo Intl"	2017	4	193	2	55.8223	355.9746	0.1929
"Central Illinois Rgnl"	2017	4	209	3	54.3624	337.5321	0.0963
"Muskegon County Airport"	2017	4	54	1	30.1818	118	0.0727
"Richmond Intl"	2017	4	1225	13	82.0119	537.8185	0.1799
"Hattiesburg Laurel Regional Airport"	2017	4	50	2	40.72	226.2	0.24
"Kansas City Intl"	2017	4	3646	40	104.1392	746.6355	0.1255
"Ronald Reagan Washington Natl"	2017	4	6165	45	112.2494	777.3168	0.153
"Idaho Falls Rgnl"	2017	4	197	2	50.6212	303.9091	0.0606
"Tulsa Intl"	2017	4	1161	14	76.044	503.3643	0.1361
"Southwest Georgia Regional Airport"	2017	4	73	1	33.8421	145	0.1974
"Springfield Branson Natl"	2017	4	188	3	83.1099	572.2618	0.1361
"John F Kennedy Intl"	2017	4	7783	54	205.6941	1504.7949	0.2518
"Durango La Plata Co"	2017	3	96	2	56.6667	339.0521	0.0625
"Lewiston Nez Perce Co"	2017	3	49	1	66.4898	461	0.0408
"Meadows Fld"	2017	3	155	3	81.3718	538	0.0769
"Piedmont Triad"	2017	3	458	5	62.5524	398.9363	0.1602
"Niagara Falls Intl"	2017	3	70	3	120.3553	1015.8816	0.1842
"Lovell Fld"	2017	3	465	4	51.2173	291.2574	0.1772
"Minot Intl"	2017	3	42	2	68.5682	505.3636	0.1591
"Chisholm Hibbing"	2017	3	55	2	35.4182	172.4	0.2
"Palm Springs Intl"	2017	3	1138	12	109.9642	808.6407	0.1495
"Albany Intl"	2017	3	793	13	118.8156	827.9485	0.0862
"Will Rogers World"	2017	3	1191	18	90.5639	622.9131	0.0986
"Theodore Francis Green State"	2017	3	1111	14	109.8196	749.8902	0.1098
"Asheville Regional Airport"	2017	3	297	3	54.1536	309.781	0.1503
"Denver Intl"	2017	3	18403	121	116.2453	905.7022	0.1293
"Sloulin Fld Intl"	2017	3	77	2	75.3671	552.8354	0.1392
"Lambert St Louis Intl"	2017	3	4931	48	105.1207	749.2976	0.1435
"Reno Tahoe Intl"	2017	3	1306	15	80.2883	576.0259	0.1381
"Kahului"	2017	3	2125	18	149.8973	1267.9827	0.1153
"Rock Springs Sweetwater County Airport"	2017	3	56	1	41.0862	260	0.0345
"Houghton County Memorial Airport"	2017	3	53	1	53.3065	360	0.0968
"Tri-Cities Regional Airport"	2017	3	187	1	42.0319	227	0.1117
"Southwest Oregon Regional Airport"	2017	3	16	1	62.0556	412	0.3889
"James M Cox Dayton Intl"	2017	3	438	10	67.6816	393.0179	0.1256
"Baton Rouge Metro Ryan Fld"	2017	3	551	3	62.6462	377.9549	0.1552
"Cedar City Rgnl"	2017	3	54	1	38.8704	221	0.0741
"Columbus Metropolitan Airport"	2017	3	118	1	25.1597	83	0.1933
"Santa Fe Muni"	2017	3	119	2	68.3197	505.0082	0.123
"Tallahassee Rgnl"	2017	3	186	1	44.0914	223	0.086
"Bethel"	2017	3	84	1	57.0353	399	0.0824
"General Edward Lawrence Logan Intl"	2017	3	10118	55	142.656	993.1502	0.1847
"Shreveport Rgnl"	2017	3	483	4	58.2959	354.7673	0.1347
"Evansville Regional"	2017	3	294	3	58.0963	319.4219	0.1329
"Bradley Intl"	2017	3	1733	22	127.6246	902.309	0.1032
"Grand Junction Regional"	2017	3	233	3	49.4128	273.1574	0.034
"Fort Wayne"	2017	3	487	5	51.814	281.442	0.162
"Lehigh Valley Intl"	2017	3	158	3	85.4731	560.6766	0.1617
"Mc Ghee Tyson"	2017	3	547	7	80.9093	502.4964	0.1762
"Phoenix Sky Harbor Intl"	2017	3	14289	87	126.7201	998.1046	0.1311
"Newport News Williamsburg Intl"	2017	3	92	1	84.7717	508	0.1304
"Louisville International Airport"	2017	3	786	15	85.3762	560.5569	0.1374
"Minneapolis St Paul Intl"	2017	3	11140	108	113.2496	828.3683	0.1179
"Chippewa Valley Regional Airport"	2017	3	57	1	46.7586	269	0.1379
"Palm Beach Intl"	2017	3	2642	23	127.7039	934.1389	0.1753
"Duluth Intl"	2017	3	212	2	47.9724	252.4286	0.1014
"Wilkes Barre Scranton Intl"	2017	3	101	4	89.1296	550.5463	0.1852
"Arnold Palmer Regional Airport"	2017	3	113	5	101.6721	795.9344	0.1557
"Delta County Airport"	2017	3	51	1	48.5	306	0.2037
"Sitka Rocky Gutierrez"	2017	3	89	3	28.1889	130.8333	0.2
"Lake Charles Rgnl"	2017	3	139	2	41.7338	201.9353	0.0504
"Burlington Intl"	2017	3	247	5	75.9774	463.5509	0.1925
"Akron Canton Regional Airport"	2017	3	563	8	73.8193	483.1687	0.1377
"Juneau Intl"	2017	3	328	6	69.2067	476.1672	0.2097
"Rochester"	2017	3	189	3	50.9691	313.4278	0.2062
"Honolulu Intl"	2017	3	4022	27	147.9856	1266.5436	0.1056
"Tri Cities Airport"	2017	3	297	5	79.7309	570.5748	0.0731
"Aberdeen Regional Airport"	2017	3	61	1	44.1935	257	0.0323
"Jacksonville Intl"	2017	3	1533	18	79.2706	533.7113	0.0857
"Capital City"	2017	3	335	4	43.3101	206.7391	0.1449
"Redding Muni"	2017	3	91	1	41.3548	199	0.1828
"Santa Barbara Muni"	2017	3	409	5	62.0496	395.9243	0.2293
"Syracuse Hancock Intl"	2017	3	534	10	85.9212	561.4326	0.1664
"Bert Mooney Airport"	2017	3	58	1	56.7069	358	0.0345
"Erie Intl Tom Ridge Fld"	2017	3	133	2	50.8571	260.9429	0.1429
"Boise Air Terminal"	2017	3	1260	15	86.1921	591.1842	0.117
"Grand Forks Intl"	2017	3	116	1	48.2564	284	0.094
"Fort Smith Rgnl"	2017	3	87	2	65.1222	457.7556	0.0778
"Columbia Rgnl"	2017	3	26	1	53.3462	315	0.0769
"Montrose Regional Airport"	2017	3	163	9	101.3436	755.0613	0.1472
"Lea Co Rgnl"	2017	3	53	1	69.1481	501	0.1111
"Mc Carran Intl"	2017	3	12719	73	124.4165	995.1611	0.1463
"Philadelphia Intl"	2017	3	6123	39	141.4238	1010.9276	0.1405
"Charlotte County-Punta Gorda Airport"	2017	3	53	3	128.3966	1020.1897	0.1379
"Newark Liberty Intl"	2017	3	9384	85	155.1734	1138.7154	0.2326
"Elmira Corning Rgnl"	2017	3	67	1	58.3944	332	0.2113
"Louis Armstrong New Orleans Intl"	2017	3	3964	38	107.9687	777.7851	0.1436
"Midland Intl"	2017	3	518	7	68.4558	446.45	0.1154
"Chippewa County International Airport"	2017	3	53	1	44.3966	284	0.1034
"Portland Intl Jetport"	2017	3	426	9	85.714	551.3755	0.1638
"Orlando Intl"	2017	3	12024	75	134.4113	979.8616	0.1334
"Washington Dulles Intl"	2017	3	2692	32	181.213	1320.2657	0.1336
"Dothan Rgnl"	2017	3	120	1	35.6083	170	0.15
"Wiley Post Will Rogers Mem"	2017	3	77	2	81.6203	637.8861	0.0886
"Arcata"	2017	3	89	1	45.828	250	0.2581
"Deadhorse"	2017	3	60	1	33.9839	204	0.1452
"Yampa Valley"	2017	3	162	11	131.6049	1007.3642	0.1111
"Quad City Intl"	2017	3	211	5	58.0463	363.1204	0.1435
"Lafayette Rgnl"	2017	3	336	3	55.3994	320.0321	0.1778
"Baltimore Washington Intl"	2017	3	7999	62	115.0228	811.357	0.1208
"Buffalo Niagara Intl"	2017	3	1430	18	101.4676	727.5665	0.1456
"Adams Fld"	2017	3	672	10	79.2618	516.3639	0.0858
"Manchester Regional Airport"	2017	3	439	8	112.7425	759.8884	0.103
"Roberts Fld"	2017	3	247	5	88.7177	619.125	0.1371
"Hilo Intl"	2017	3	500	3	46.477	302.2994	0.0858
"Trenton Mercer"	2017	3	178	8	121.3568	852.9351	0.0703
"Raleigh Durham Intl"	2017	3	2898	35	97.5651	636.2965	0.1401
"Jackson Hole Airport"	2017	3	334	12	103.5401	795.5134	0.1602
"Rapid City Regional Airport"	2017	3	200	3	66.5764	441.6256	0.0936
"Bemidji Regional Airport"	2017	3	62	1	36.9677	199	0.1452
"Eppley Afld"	2017	3	1690	22	102.7882	729.9157	0.0948
"Bob Hope"	2017	3	2046	12	69.3001	466.0887	0.1323
"Golden Triangle Regional Airport"	2017	3	89	1	43.6854	241	0.1124
"Fort Lauderdale Hollywood Intl"	2017	3	8379	61	144.2689	1065.9091	0.1788
"Gunnison - Crested Butte"	2017	3	43	2	91.3256	697.3488	0.093
"San Luis County Regional Airport"	2017	3	318	3	46.2423	268.1196	0.2147
"Stewart Intl"	2017	3	116	3	115.8833	775.825	0.15
"Lawton-Fort Sill Regional Airport"	2017	3	31	1	28.5484	140	0.2581
"Mc Allen Miller Intl"	2017	3	171	2	58.526	365.526	0.0636
"Petersburg James A. Johnson"	2017	3	62	2	19.7742	77	0.1935
"Charleston Afb Intl"	2017	3	1033	17	83.2953	549.9953	0.1387
"Natrona Co Intl"	2017	3	85	2	55.0118	295.6471	0.0941
"Elko Regional Airport"	2017	3	58	1	37.6207	200	0.1207
"Los Angeles Intl"	2017	3	17862	77	157.3328	1283.2077	0.2289
"Miami Intl"	2017	3	6108	37	154.8689	1132.1347	0.1776
"Chicago Ohare Intl"	2017	3	21486	142	108.317	780.6926	0.1898
"Portland Intl"	2017	3	4930	45	133.4795	1040.3639	0.1154
"Yuma Mcas Yuma Intl"	2017	3	124	1	31.2823	160	0.0806
"Ontario Intl"	2017	3	1711	13	78.6991	539.5413	0.1304
"Montgomery Regional Airport"	2017	3	232	2	53.4249	310.0901	0.1245
"Appleton"	2017	3	146	3	57	343.28	0.12
"Daytona Beach Intl"	2017	3	184	2	70.6649	453.973	0.0649
"Yakutat"	2017	3	59	2	34.7581	205.5	0.1452
"La Guardia"	2017	3	7806	54	116.0753	816.3498	0.2337
"Austin Straubel Intl"	2017	3	384	4	47.3199	253.0076	0.1738
"Adak Airport"	2017	3	9	1	161.7778	1192	0.1111
"Wichita Mid Continent"	2017	3	699	10	83.4471	580.7278	0.1044
"Robert Gray Aaf"	2017	3	164	3	54.8606	343.9212	0.1273
"Helena Rgnl"	2017	3	145	3	76.3793	531.1517	0.0966
"Key West Intl"	2017	3	187	1	97.6203	646	0.0695
"Salt Lake City Intl"	2017	3	9935	80	102.227	764.4292	0.1082
"Jackson Evers Intl"	2017	3	382	4	60.7953	373.1399	0.0829
"Ralph Wien Mem"	2017	3	60	2	53.629	389.0484	0.1452
"Garden City Rgnl"	2017	3	60	1	59.9677	404	0.0806
"Sheppard Afb Wichita Falls Muni"	2017	3	92	1	25.9677	113	0.2258
"Blue Grass"	2017	3	498	7	68.6039	385.9049	0.1631
"Glacier Park Intl"	2017	3	167	5	92.006	660.9581	0.0539
"Ford Airport"	2017	3	57	2	52.1207	297.5	0.1552
"Gulfport-Biloxi"	2017	3	212	2	60.0423	362.4789	0.0798
"San Francisco Intl"	2017	3	13826	77	142.2854	1174.6437	0.1949
"Laughlin-Bullhead Intl"	2017	3	31	1	38.7097	188	0.1613
"Mbs Intl"	2017	3	206	3	39.8774	196.5425	0.0991
"Peoria Regional"	2017	3	311	4	54.5111	315.6762	0.1683
"Charles M Schulz Sonoma Co"	2017	3	31	1	94.5161	699	0.1613
"Nashville Intl"	2017	3	4484	43	103.0145	712.3746	0.155
"El Paso Intl"	2017	3	936	11	85.1775	624.7322	0.1073
"Long Island Mac Arthur"	2017	3	387	5	110.8411	758.7115	0.0831
"Metropolitan Oakland Intl"	2017	3	4015	32	94.1079	694.8919	0.1613
"Chicago Midway Intl"	2017	3	7124	62	109.0675	800.986	0.1324
"Port Columbus Intl"	2017	3	2011	24	110.4471	765.117	0.116
"Yellowstone Rgnl"	2017	3	62	1	53	298	0.0484
"NW Arkansas Regional"	2017	3	458	8	93.0508	653.1801	0.0911
"Valdosta Regional Airport"	2017	3	89	1	47.0337	208	0.0899
"Mammoth Yosemite Airport"	2017	3	26	1	34.9032	193	0.1935
"Monterey Peninsula"	2017	3	262	3	50.4737	300.0414	0.188
"Craven Co Rgnl"	2017	3	59	1	75.1695	433	0.0847
"Alpena County Regional Airport"	2017	3	51	2	31.1852	143.0556	0.0741
"Dane Co Rgnl Truax Fld"	2017	3	849	9	61.2678	380.9345	0.1598
"Wrangell Airport"	2017	3	61	2	16.0645	56.5	0.1935
"La Crosse Municipal"	2017	3	163	2	36.2635	167.8623	0.1916
"Austin Bergstrom Intl"	2017	3	4108	41	119.8192	886.5848	0.1272
"Abraham Lincoln Capital"	2017	3	95	2	43.268	211.6082	0.1134
"Westchester Co"	2017	3	571	8	127.5631	922.1528	0.1528
"Roanoke Regional"	2017	3	151	2	60.3775	359.3046	0.1457
"Hector International Airport"	2017	3	295	4	63.2567	410.34	0.11
"Key Field"	2017	3	85	2	59.9647	333.2824	0.2
"Sacramento Intl"	2017	3	3613	27	94.6704	703.1601	0.1516
"Ithaca Tompkins Rgnl"	2017	3	74	1	60.358	353	0.1728
"Barkley Regional Airport"	2017	3	56	1	68.1207	342	0.1724
"Gallatin Field"	2017	3	400	8	98.8263	748.3598	0.1166
"Seattle Tacoma Intl"	2017	3	10680	67	154.9946	1239.1001	0.1403
"Bismarck Municipal Airport"	2017	3	115	3	71.1966	494.3761	0.1709
"Gillette-Campbell County Airport"	2017	3	88	3	57.0111	344.1556	0.0333
"Flagstaff Pulliam Airport"	2017	3	122	1	27.8629	119	0.0403
"Greenville-Spartanburg International"	2017	3	398	6	47.1067	256.4665	0.0943
"San Diego Intl"	2017	3	6699	47	126.7301	1003.7901	0.1195
"Pensacola Rgnl"	2017	3	458	6	67.2179	396.342	0.0959
"Eglin Afb"	2017	3	267	2	55.8253	315.1078	0.1078
"Long Beach"	2017	3	1392	13	83.3453	589.6617	0.1617
"Merle K Mudhole Smith"	2017	3	61	2	34.1613	186.5	0.0968
"Cherry Capital Airport"	2017	3	215	2	43.0578	219.3156	0.2356
"Pocatello Regional Airport"	2017	3	85	1	32.3765	150	0.0353
"Norman Y Mineta San Jose Intl"	2017	3	3861	28	100.9585	741.7958	0.1293
"University Park Airport"	2017	3	112	2	71.7083	418.2833	0.1833
"Waco Rgnl"	2017	3	119	1	28.15	89	0.0667
"Mahlon Sweet Fld"	2017	3	277	5	90.9101	672.7014	0.1151
"Monroe Rgnl"	2017	3	248	3	59.6386	351.7631	0.1245
"Cleveland Hopkins Intl"	2017	3	2716	28	104.4032	717.7293	0.154
"Corpus Christi Intl"	2017	3	276	2	37.1649	195.0287	0.1398
"Alexandria Intl"	2017	3	289	3	58.9827	346.9031	0.1211
"Dallas Love Fld"	2017	3	5911	54	97.2746	701.2301	0.1423
"Worcester Regional Airport"	2017	3	57	2	153.6271	1152.0169	0.1864
"Kona Intl At Keahole"	2017	3	1165	15	142.3305	1204.6951	0.1025
"Augusta Rgnl At Bush Fld"	2017	3	209	1	32.9667	143	0.1238
"Devils Lake Regional Airport"	2017	3	51	2	49.2222	319.3889	0.1481
"Columbia Metropolitan"	2017	3	343	4	63.6562	359.4413	0.1089
"John Wayne Arpt Orange Co"	2017	3	3370	19	104.2626	771.9256	0.1288
"Myrtle Beach Intl"	2017	3	479	13	76.6316	512.0749	0.1964
"Rick Husband Amarillo Intl"	2017	3	240	4	67.1646	449.4115	0.0741
"Hays Regional Airport"	2017	3	52	1	51.3519	298	0.0185
"Ketchikan Intl"	2017	3	180	4	64.0495	427.3242	0.1923
"Roswell Intl Air Center"	2017	3	31	1	74.0968	433	0
"Indianapolis Intl"	2017	3	2316	26	112.369	786.0341	0.1138
"Tyler Pounds Rgnl"	2017	3	31	1	28.5806	102	0.3548
"St George Muni"	2017	3	239	3	53.5292	332.875	0.0417
"Gainesville Rgnl"	2017	3	203	1	53.2463	300	0.1232
"Sawyer International Airport"	2017	3	80	2	50.3258	331.9326	0.1798
"Bishop International"	2017	3	424	8	68.1336	402.0876	0.0922
"Gerald R Ford Intl"	2017	3	999	14	69.6188	445.654	0.1124
"Fayetteville Regional Grannis Field"	2017	3	122	1	61.0484	331	0.1371
"Brunswick Golden Isles Airport"	2017	3	88	1	44.3596	238	0.236
"Greater Rochester Intl"	2017	3	616	10	80.5781	552.497	0.1381
"San Antonio Intl"	2017	3	2686	29	101.391	738.3521	0.1255
"Easterwood Fld"	2017	3	109	2	30.7156	116.1101	0.0734
"Lincoln"	2017	3	265	4	70.5618	448.7528	0.0899
"Memphis Intl"	2017	3	1267	18	81.9322	556.7679	0.1168
"Charlottesville-Albemarle"	2017	3	195	3	81.7085	502.593	0.196
"Plattsburgh Intl"	2017	3	59	2	160.5161	1266.5	0.2258
"Norfolk Intl"	2017	3	814	11	86.2995	510.4771	0.1051
"Valley Intl"	2017	3	227	3	46.4737	280.5614	0.0789
"Magic Valley Regional Airport"	2017	3	107	5	37.2936	205.6514	0.0367
"Mobile Rgnl"	2017	3	369	4	64.9435	385.5376	0.0968
"City Of Colorado Springs Muni"	2017	3	708	11	85.4784	596.8298	0.1548
"Pellston Regional Airport of Emmet County Airport"	2017	3	68	2	32.961	191.026	0.1039
"Harrisburg Intl"	2017	3	244	4	84.3008	530.6719	0.0977
"Albuquerque International Sunport"	2017	3	1474	19	91.5759	664.2333	0.1146
"Central Wisconsin"	2017	3	135	2	45.8521	211.3944	0.2324
"Dallas Fort Worth Intl"	2017	3	15405	104	119.7033	892.2644	0.1664
"Wilmington Intl"	2017	3	205	2	60.4195	326.4244	0.0976
"Kodiak"	2017	3	46	1	39.8571	253	0.0816
"Atlantic City Intl"	2017	3	301	6	121.6581	891.4	0.1
"Detroit Metro Wayne Co"	2017	3	10748	102	99.7866	686.7821	0.1457
"Laredo Intl"	2017	3	203	2	57.8146	356.6098	0.1707
"Central Illinois Rgnl"	2017	3	165	2	54.6176	334.3118	0.2235
"Muskegon County Airport"	2017	3	55	1	29.6034	118	0.0862
"Richmond Intl"	2017	3	1304	13	83.6435	530.3543	0.154
"Hattiesburg Laurel Regional Airport"	2017	3	54	2	44.9444	236.3889	0.1481
"Kansas City Intl"	2017	3	3856	39	105.8993	761.5467	0.1035
"Ronald Reagan Washington Natl"	2017	3	6339	46	113.4208	774.4214	0.126
"Idaho Falls Rgnl"	2017	3	192	2	47.2051	290.4615	0.0718
"Tulsa Intl"	2017	3	1142	14	76.1727	501.4549	0.0816
"Southwest Georgia Regional Airport"	2017	3	87	1	35.1685	145	0.1236
"Springfield Branson Natl"	2017	3	155	3	81.1465	569.1783	0.1274
"John F Kennedy Intl"	2017	3	7938	55	204.8009	1516.5593	0.1917
"Friedman Mem"	2017	3	141	5	50.3963	373.8293	0.122
"Savannah Hilton Head Intl"	2017	3	593	8	76.7051	502.5585	0.1236
"Ted Stevens Anchorage Intl"	2017	3	1216	21	158.4468	1270.2046	0.0851
"Birmingham Intl"	2017	3	994	13	79.9722	508.0307	0.107
"George Bush Intercontinental"	2017	3	11456	103	112.7216	834.3509	0.124
"Yeager"	2017	3	202	3	74.5588	452.0539	0.1569
"Falls Intl"	2017	3	51	1	42.4906	255	0.0377
"Brownsville South Padre Island Intl"	2017	3	111	1	53.3423	308	0.0991
"Greater Binghamton Edwin A Link Fld"	2017	3	75	1	63.7439	378	0.1707
"Bangor Intl"	2017	3	18	1	63.75	378	0.35
"Eagle Co Rgnl"	2017	3	317	11	136.425	1109.3188	0.1406
"Lihue"	2017	3	1014	12	107.7112	890.1483	0.1041
"Melbourne Intl"	2017	3	141	1	69.2465	442	0.0563
"Charlotte Douglas Intl"	2017	3	9588	62	104.7025	721.2873	0.1468
"Pittsburgh Intl"	2017	3	2265	28	106.9266	731.9987	0.1211
"Nome"	2017	3	60	2	68.1129	516.0323	0.0806
"Lubbock Preston Smith Intl"	2017	3	354	6	63.1927	405.5503	0.1006
"Missoula Intl"	2017	3	142	3	81.993	595.0699	0.049
"Cincinnati Northern Kentucky Intl"	2017	3	1408	27	113.6103	770.351	0.1135
"Panama City-NW Florida Bea."	2017	3	399	7	68.415	421.5175	0.075
"Albert J Ellis"	2017	3	89	1	69.6742	399	0.0562
"William P Hobby"	2017	3	4606	45	96.029	706.3148	0.153
"Aspen Pitkin County Sardy Field"	2017	3	746	8	82.9039	618.507	0.2339
"Des Moines Intl"	2017	3	673	12	95.3988	659.7287	0.1085
"South Bend Rgnl"	2017	3	447	5	54.8242	310.2879	0.1275
"Laramie Regional Airport"	2017	3	51	1	24.1667	113	0.0185
"Cedar Rapids"	2017	3	265	4	65.4509	422.8727	0.1673
"Rhinelander Oneida County Airport"	2017	3	62	1	41.6452	190	0.0806
"Hartsfield Jackson Atlanta Intl"	2017	3	32269	157	93.5298	643.8384	0.1067
"Kalamazoo"	2017	3	281	3	36.449	154.2789	0.2075
"Rogue Valley Intl Medford"	2017	3	228	3	78.6293	534.3319	0.1336
"Huntsville International Airport-Carl T Jones Field"	2017	3	308	3	50.288	276.6214	0.0744
"Tucson Intl"	2017	3	1567	16	106.6039	781.6116	0.1424
"Southwest Florida Intl"	2017	3	4023	35	138.5849	1016.2274	0.1341
"Spokane Intl"	2017	3	805	9	87.4075	628.8298	0.0882
"Jamestown Regional Airport"	2017	3	77	2	41.4	261.7059	0.1294
"Bellingham Intl"	2017	3	78	4	161.1026	1167.7564	0.0769
"Sarasota Bradenton Intl"	2017	3	414	7	109.1962	761.2536	0.1244
"Tampa Intl"	2017	3	6665	58	123.7133	895.9655	0.1159
"Billings Logan International Airport"	2017	3	272	3	70.5438	499.2117	0.0657
"General Mitchell Intl"	2017	3	2820	27	109.3613	772.2077	0.1431
"Sioux Falls"	2017	3	356	4	58.5766	380.7298	0.1086
"Fairbanks Intl"	2017	3	175	2	137.6023	1084.9091	0.0909
"Brainerd Lakes Rgnl"	2017	3	54	1	27.7407	114	0.0556
"Great Falls Intl"	2017	3	131	3	79.447	580.8712	0.0682
"Fresno Yosemite Intl"	2017	3	673	9	77.7263	524.0754	0.1612
"Wilkes Barre Scranton Intl"	2017	2	100	3	94.25	535.18	0.14
"Arnold Palmer Regional Airport"	2017	2	93	5	110.0102	838.5918	0.0612
"Delta County Airport"	2017	2	45	1	45.9167	306	0.1042
"Sitka Rocky Gutierrez"	2017	2	78	3	27.5062	131.5556	0.0864
"Lake Charles Rgnl"	2017	2	121	2	41.7438	204.7521	0.0744
"Burlington Intl"	2017	2	245	6	77.4769	463.3269	0.1808
"Akron Canton Regional Airport"	2017	2	474	8	76.4324	499.3139	0.0686
"Juneau Intl"	2017	2	289	6	68.1047	476.7027	0.1182
"Rochester"	2017	2	120	3	47.0806	291.3871	0.121
"Honolulu Intl"	2017	2	3486	27	141.8695	1245.0177	0.121
"Tri Cities Airport"	2017	2	259	6	78.4291	565.1679	0.1007
"Aberdeen Regional Airport"	2017	2	56	1	44.3214	257	0.0179
"Jacksonville Intl"	2017	2	1254	16	79.4609	536.0648	0.0775
"Capital City"	2017	2	262	3	35.9202	156.962	0.1065
"Redding Muni"	2017	2	73	1	37.1098	199	0.122
"Santa Barbara Muni"	2017	2	349	5	60.2361	396.3342	0.2387
"Syracuse Hancock Intl"	2017	2	393	7	93.9526	591.7706	0.0848
"Bert Mooney Airport"	2017	2	51	1	56.6731	358	0.0577
"Erie Intl Tom Ridge Fld"	2017	2	105	2	54.4857	277.6571	0.1333
"Boise Air Terminal"	2017	2	1099	17	84.0153	577.202	0.1389
"Grand Forks Intl"	2017	2	88	1	48.8864	284	0.0568
"Fort Smith Rgnl"	2017	2	79	2	65.7975	454.2405	0.0886
"Montrose Regional Airport"	2017	2	144	9	100.4207	772.2759	0.1517
"Lea Co Rgnl"	2017	2	47	1	69.5208	501	0.0417
"Mc Carran Intl"	2017	2	10970	72	121.7286	982.2761	0.1388
"Philadelphia Intl"	2017	2	5104	39	145.4832	1009.7942	0.0955
"Charlotte County-Punta Gorda Airport"	2017	2	50	3	124.2593	1018.6667	0.1667
"Newark Liberty Intl"	2017	2	7960	79	158.6119	1130.9095	0.1937
"Elmira Corning Rgnl"	2017	2	15	1	58.5333	332	0
"Louis Armstrong New Orleans Intl"	2017	2	3292	35	107.0722	765.2168	0.1054
"Midland Intl"	2017	2	427	7	68.3986	447.9883	0.0956
"Chippewa County International Airport"	2017	2	50	1	44.6346	284	0.0769
"Portland Intl Jetport"	2017	2	312	7	82.345	525.2953	0.1345
"Orlando Intl"	2017	2	9974	72	133.9182	972.374	0.1062
"Washington Dulles Intl"	2017	2	2258	29	184.0778	1290.8686	0.1336
"Dothan Rgnl"	2017	2	102	1	35.0294	170	0.098
"Wiley Post Will Rogers Mem"	2017	2	70	2	84.75	638.6667	0.1667
"Arcata"	2017	2	81	1	47	250	0.2976
"Deadhorse"	2017	2	52	1	34.5893	204	0.125
"Yampa Valley"	2017	2	160	11	126.9193	982.354	0.205
"Quad City Intl"	2017	2	207	5	62.5962	387.4712	0.0625
"Lafayette Rgnl"	2017	2	269	3	57.1111	325.4667	0.1111
"Baltimore Washington Intl"	2017	2	6657	60	119.7664	805.8493	0.0862
"Buffalo Niagara Intl"	2017	2	1222	18	99.1198	667.5498	0.0812
"Adams Fld"	2017	2	565	10	77.5919	499.0106	0.0919
"Manchester Regional Airport"	2017	2	419	8	106.1987	695.3214	0.1183
"Roberts Fld"	2017	2	209	5	87.8935	623.1944	0.2593
"Hilo Intl"	2017	2	441	3	46.1497	290.0159	0.1497
"Trenton Mercer"	2017	2	160	8	120	853.8462	0.1243
"Raleigh Durham Intl"	2017	2	2411	31	98.8899	636.6356	0.1052
"Jackson Hole Airport"	2017	2	295	12	96.0698	776.381	0.2952
"Rapid City Regional Airport"	2017	2	145	3	70.5342	464.0342	0.1027
"Bemidji Regional Airport"	2017	2	56	1	37.125	199	0.1607
"Eppley Afld"	2017	2	1447	21	102.818	720.0604	0.0934
"Bob Hope"	2017	2	1638	12	67.3644	465.3111	0.1431
"Golden Triangle Regional Airport"	2017	2	76	1	44.9737	241	0.1184
"Fort Lauderdale Hollywood Intl"	2017	2	7151	61	142.9688	1058.8915	0.1422
"Gunnison - Crested Butte"	2017	2	34	2	88.8235	690.2353	0.1765
"San Luis County Regional Airport"	2017	2	252	3	44.6293	258.3436	0.2317
"Stewart Intl"	2017	2	80	3	125.0602	866.6145	0.1446
"Lawton-Fort Sill Regional Airport"	2017	2	13	1	28.9231	140	0
"Mc Allen Miller Intl"	2017	2	152	2	60.2829	378.4079	0.0789
"Petersburg James A. Johnson"	2017	2	53	2	19.5893	77	0.0714
"Charleston Afb Intl"	2017	2	860	16	81.0977	540.8045	0.0807
"Natrona Co Intl"	2017	2	52	1	60.283	320	0.0377
"Elko Regional Airport"	2017	2	47	1	36.1277	200	0.1064
"Los Angeles Intl"	2017	2	15328	77	152.8886	1268.6069	0.2232
"Miami Intl"	2017	2	5261	37	154.9944	1129.015	0.1405
"Chicago Ohare Intl"	2017	2	17572	140	109.6532	782.3248	0.1318
"Portland Intl"	2017	2	4091	42	131.7679	1023.9028	0.1605
"Yuma Mcas Yuma Intl"	2017	2	109	1	30.7982	160	0.0459
"Ontario Intl"	2017	2	1500	13	76.2829	533.1213	0.1408
